time_s,old_cwnd_bytes,new_cwnd_bytes
11.524096,17152,19296
11.524096,19296,19832
11.535486,19832,20368
11.623278,20368,20904
11.658206,20904,21440
11.693134,21440,21976
11.729006,21976,22512
11.765822,22512,23048
11.803582,23048,23584
11.842286,23584,24120
11.881934,24120,24656
11.922526,24656,25192
11.964062,25192,25728
12.006542,25728,26264
12.049966,26264,26800
12.093390,26800,27336
